Run_ID,Total_Epochs,Best_Epoch,Model,Window_Len,Hop_Len,Transforms,Layers,Hidden,Dropout,Bidir,Act,Test CER,Test DER,Test IER,Test SER,Test Loss,Val CER
2026-03-06/15-28-34,80,77,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,128,0.1,true,N/A,20.03458023071289,3.3715150356292725,1.8154311180114746,14.847633361816406,0.6293671727180481,16.4377498626709
2026-03-06/17-54-39,80,72,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,4,128,0.1,true,N/A,20.03458023071289,1.31834876537323,5.208558559417725,13.507672309875488,0.6259167790412903,15.463004112243652
2026-03-06/15-28-44,80,78,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,128,0.25,true,N/A,20.099416732788086,3.3715150356292725,1.2751243114471436,15.452776908874512,0.6373164653778076,18.697385787963867
2026-03-06/18-32-23,80,79,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,4,128,0.5,true,N/A,20.142641067504883,3.1121675968170166,1.5560837984085083,15.47438907623291,0.62249356508255,18.56446647644043
2026-03-06/19-45-51,80,77,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,4,512,0.1,true,N/A,20.142641067504883,0.3025718629360199,10.503565788269043,9.336503028869629,0.7473903894424438,14.37749195098877
2026-03-07/07-13-08,100,81,crnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.25,true,N/A,20.16425323486328,2.2909011840820312,3.630862236022949,14.2424898147583,0.7317494750022888,28.93221092224121
2026-03-07/07-51-30,100,95,crnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.5,true,N/A,20.466825485229492,1.448022484779358,5.100497245788574,13.918305397033691,0.7184569835662842,27.691625595092773
2026-03-07/12-40-15,100,91,crnn_ctc,4000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,512,0.25,true,N/A,20.466825485229492,0.41063323616981506,8.644909858703613,11.41128158569336,0.6932609677314758,17.855560302734375
2026-03-06/13-51-34,80,75,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,256,0.1,true,N/A,20.531661987304688,0.43224552273750305,9.250054359436035,10.84936237335205,0.6735677719116211,15.618077278137207
2026-03-07/09-06-41,100,92,crnn_ctc,4000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.5,true,N/A,20.61811065673828,0.7996541857719421,6.959152698516846,12.859304428100586,0.679322361946106,18.80815315246582
2026-03-06/16-30-17,80,78,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,256,0.25,true,N/A,20.726173400878906,2.2476766109466553,3.2850658893585205,15.193429946899414,0.6604353189468384,18.032787322998047
2026-03-07/13-34-34,100,93,crnn_ctc,4000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,512,0.5,true,N/A,20.726173400878906,1.7505943775177002,4.192781448364258,14.782796859741211,0.6445064544677734,23.238813400268555
2026-03-06/22-11-35,80,77,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,5,128,0.5,true,N/A,20.8342342376709,2.7015345096588135,1.8370434045791626,16.295656204223633,0.6473729014396667,20.624723434448242
2026-03-07/10-24-43,100,95,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,256,0.25,true,N/A,20.877458572387695,2.1612274646759033,3.8685972690582275,14.847633361816406,0.7145989537239075,28.539823532104492
2026-03-06/15-28-36,80,72,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,128,0.1,true,N/A,20.920682907104492,2.3989624977111816,2.7015345096588135,15.820185661315918,0.6551501154899597,18.387239456176758
2026-03-07/08-26-17,100,94,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.25,true,N/A,20.94229507446289,1.9018802642822266,4.92759895324707,14.112815856933594,0.7848673462867737,28.716814041137695
2026-03-07/11-57-46,100,85,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,256,0.5,true,N/A,20.985519409179688,2.3341257572174072,3.2850658893585205,15.366328239440918,0.7021144032478333,28.429203033447266
2026-03-06/14-20-16,80,71,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,256,0.5,true,N/A,21.07196807861328,1.8370434045791626,4.5818023681640625,14.653122901916504,0.6726916432380676,18.520158767700195
2026-03-06/17-06-17,80,76,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,512,0.25,true,N/A,21.11519432067871,0.43224552273750305,10.287443161010742,10.39550495147705,0.7468003630638123,15.108551025390625
2026-03-06/14-20-27,80,68,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,512,0.1,true,N/A,21.13680648803711,0.19451047480106354,11.584179878234863,9.358115196228027,0.7520077228546143,16.304828643798828
2026-03-06/18-32-21,80,70,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,4,128,0.5,true,N/A,21.2880916595459,2.9608817100524902,1.6641452312469482,16.66306495666504,0.6685394048690796,18.36508560180664
2026-03-05/11-07-42,40,38,TDSConvCTCModule,4000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,N/A,N/A,N/A,21.439376831054688,1.6641452312469482,4.949211120605469,14.826021194458008,0.7551127672195435,19.82720375061035
2026-03-08/11-24-31,80,60,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.0,N/A,N/A,21.439376831054688,2.463799476623535,4.625027179718018,14.350550651550293,1.1129682064056396,20.004430770874023
2026-03-08/11-24-36,80,75,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.5,N/A,N/A,21.439376831054688,3.3282904624938965,4.171169281005859,13.93991756439209,0.6973962783813477,21.023483276367188
2026-03-07/03-55-44,100,95,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.5,true,N/A,21.525827407836914,2.2909011840820312,4.408904075622559,14.826021194458008,0.7462524771690369,29.004425048828125
2026-03-06/07-21-26,60,58,rnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,5,256,0.25,true,relu,21.633888244628906,2.4421870708465576,2.6583099365234375,16.533390045166016,0.6846802234649658,21.045635223388672
2026-03-06/08-51-12,60,58,rnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,5,256,0.25,true,relu,21.633888244628906,2.4421870708465576,2.6583099365234375,16.533390045166016,0.6846802234649658,21.045635223388672
2026-03-08/01-06-54,80,74,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,21.633888244628906,2.2044520378112793,5.143721580505371,14.285714149475098,0.6864221096038818,20.292423248291016
2026-03-07/09-06-37,100,98,crnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.25,true,N/A,21.677112579345703,2.2044520378112793,4.733088493347168,14.739572525024414,0.7665006518363953,28.799291610717773
2026-03-08/06-23-32,80,79,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.0,N/A,N/A,21.677112579345703,2.679922103881836,3.9982709884643555,14.998919486999512,1.0376242399215698,20.225963592529297
2026-03-07/07-51-20,100,98,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.5,true,N/A,21.7203369140625,2.550248622894287,4.408904075622559,14.761184692382812,0.7739126682281494,28.6061954498291
2026-03-05/11-11-57,40,39,TDSConvCTCModule,6000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,N/A,N/A,N/A,21.763561248779297,1.8154311180114746,5.3814568519592285,14.56667423248291,0.7455093264579773,20.840707778930664
2026-03-08/01-06-52,80,74,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.0,N/A,N/A,21.936460494995117,2.593473196029663,4.776312828063965,14.56667423248291,0.8250320553779602,20.314577102661133
2026-03-08/08-57-36,80,69,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,21.936460494995117,1.5993083715438843,8.277502059936523,12.059649467468262,0.7091104388237,28.13469123840332
2026-03-06/08-01-19,60,50,rnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,512,0.25,true,relu,21.979684829711914,2.1180031299591064,3.674086809158325,16.18759536743164,0.7065487504005432,19.450597763061523
2026-03-06/17-54-37,80,77,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,4,128,0.1,true,N/A,21.979684829711914,3.263453722000122,3.047330856323242,15.668899536132812,0.6838264465332031,18.67523193359375
2026-03-07/09-47-37,100,94,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.5,true,N/A,22.001296997070312,2.139615297317505,5.230170726776123,14.631510734558105,0.7791717648506165,28.407079696655273
2026-03-06/06-41-42,60,55,rnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,256,0.25,true,relu,22.02290916442871,2.2909011840820312,3.2850658893585205,16.446941375732422,0.6935642957687378,20.314577102661133
2026-03-06/08-09-50,60,55,rnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,256,0.25,true,relu,22.02290916442871,2.2909011840820312,3.2850658893585205,16.446941375732422,0.6935642957687378,20.159503936767578
2026-03-08/00-25-34,80,71,tcn_ctc,4000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.0,N/A,N/A,22.04452133178711,2.3989624977111816,4.689863681793213,14.955695152282715,0.8631299138069153,21.73238754272461
2026-03-08/00-25-37,80,70,tcn_ctc,4000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,22.04452133178711,2.463799476623535,5.100497245788574,14.480224609375,0.6995857954025269,21.510854721069336
2026-03-07/09-47-46,100,79,crnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.5,true,N/A,22.087745666503906,1.404797911643982,6.267560005187988,14.415388107299805,0.7861247658729553,28.489145278930664
2026-03-06/13-23-31,80,78,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,128,0.5,true,N/A,22.260644912719727,3.0257186889648438,2.766371250152588,16.46855354309082,0.7078996896743774,21.953920364379883
2026-03-06/21-42-23,80,70,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,5,128,0.1,true,N/A,22.282257080078125,2.0315539836883545,4.646639347076416,15.604063034057617,0.6875945925712585,20.491804122924805
2026-03-06/15-57-06,80,74,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,128,0.5,true,N/A,22.411930084228516,3.933434247970581,1.5344716310501099,16.94402503967285,0.710310161113739,19.47275161743164
2026-03-07/06-35-32,100,88,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.25,true,N/A,22.455154418945312,2.507024049758911,4.516965866088867,15.431164741516113,0.7858409881591797,28.8938045501709
2026-03-08/10-49-48,80,67,tcn_ctc,4000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.0,N/A,N/A,22.563215255737305,2.809595823287964,5.035660266876221,14.7179594039917,1.2007898092269897,21.35578155517578
2026-03-06/13-23-21,80,77,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,128,0.25,true,N/A,22.67127799987793,2.593473196029663,3.4579641819000244,16.619840621948242,0.6910353899002075,20.004430770874023
2026-03-07/02-39-11,100,80,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.25,true,N/A,22.692890167236328,2.182839870452881,4.949211120605469,15.56083869934082,0.7803807854652405,29.57964515686035
2026-03-08/05-42-32,80,72,tcn_ctc,4000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.0,N/A,N/A,22.714502334594727,2.766371250152588,5.1653337478637695,14.782796859741211,1.0474326610565186,20.8241024017334
2026-03-06/22-11-37,80,76,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,5,128,0.5,true,N/A,22.736114501953125,3.674086809158325,1.5993083715438843,17.462718963623047,0.6939490437507629,21.023483276367188
2026-03-06/21-42-30,80,72,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,5,128,0.25,true,N/A,22.973848342895508,2.593473196029663,2.5286362171173096,17.85173988342285,0.7421587109565735,19.206911087036133
2026-03-07/15-19-14,100,97,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,256,0.25,true,N/A,22.995460510253906,1.42641019821167,6.159498691558838,15.409552574157715,0.7471721768379211,30.707963943481445
2026-03-07/12-40-30,100,96,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,512,0.25,true,N/A,23.038686752319336,1.0590015649795532,7.67235803604126,14.307326316833496,0.8412846326828003,28.318584442138672
2026-03-08/11-24-27,80,70,tcn_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,23.038686752319336,1.469634771347046,10.200994491577148,11.368057250976562,0.7401201128959656,28.666370391845703
2026-03-05/12-47-15,40,35,TDSConvCTCModule,8000,16,to_tensor + temporal_jitter + logspec + specaug,N/A,N/A,N/A,N/A,N/A,23.189971923828125,1.6857575178146362,6.656580924987793,14.847633361816406,0.7423505187034607,21.97607421875
2026-03-07/14-28-57,100,91,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,512,0.5,true,N/A,23.25480842590332,0.8212664723396301,8.082991600036621,14.350550651550293,0.796588659286499,28.738937377929688
2026-03-07/17-12-04,100,88,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,256,0.5,true,N/A,23.319644927978516,1.9667171239852905,4.430516719818115,16.922412872314453,0.7482087016105652,31.681415557861328
2026-03-06/13-23-27,80,74,gru_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,128,0.5,true,N/A,23.341257095336914,2.593473196029663,2.6150853633880615,18.132699966430664,0.7526614665985107,20.314577102661133
2026-03-06/18-32-12,80,69,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,4,128,0.25,true,N/A,23.362869262695312,3.8685972690582275,1.9018802642822266,17.592391967773438,0.7290588617324829,19.206911087036133
2026-03-06/13-51-38,80,73,gru_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,256,0.25,true,N/A,23.384483337402344,1.1886751651763916,6.959152698516846,15.236654281616211,0.7676456570625305,17.877714157104492
2026-03-05/10-56-29,40,39,TDSConvCTCModule,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,N/A,N/A,N/A,23.42770767211914,2.096390724182129,4.970823287963867,16.360492706298828,0.7605671286582947,22.352680206298828
2026-03-07/03-17-12,100,96,crnn_ctc,4000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.5,true,N/A,23.44931983947754,2.312513589859009,6.851091384887695,14.285714149475098,0.8064394593238831,30.28356170654297
2026-03-05/11-18-07,40,35,TDSConvCTCModule,8000,16,to_tensor + band_rotation + temporal_jitter + logspec,N/A,N/A,N/A,N/A,N/A,23.470932006835938,1.9234925508499146,5.856926918029785,15.690512657165527,0.7575977444648743,20.33673095703125
2026-03-06/08-27-58,60,58,rnn_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,1024,0.25,true,relu,23.57899284362793,2.679922103881836,3.609250068664551,17.289819717407227,0.7541258931159973,21.9317684173584
2026-03-07/18-03-09,100,90,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,512,0.25,true,N/A,23.687053680419922,0.7780418992042542,8.10460376739502,14.80440902709961,0.8040504455566406,31.327434539794922
2026-03-07/20-44-52,100,98,crnn_ctc,6000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,3,512,0.5,true,N/A,23.70866584777832,1.0373892784118652,7.9749298095703125,14.6963472366333,0.7709729671478271,30.57522201538086
2026-03-08/12-37-39,80,76,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,23.946401596069336,2.4854116439819336,5.81370210647583,15.647287368774414,0.8086925745010376,22.77359390258789
2026-03-06/13-23-23,80,71,gru_ctc,8000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,2,128,0.25,true,N/A,24.03285026550293,2.766371250152588,3.522800922393799,17.74367904663086,0.750701367855072,21.289321899414062
2026-03-06/01-53-45,80,71,lstm_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.25,true,N/A,24.076074600219727,2.7879836559295654,6.159498691558838,15.128593444824219,0.7609502077102661,23.704030990600586
2026-03-06/01-53-48,80,71,lstm_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.5,true,N/A,24.076074600219727,2.7879836559295654,6.159498691558838,15.128593444824219,0.7609502077102661,23.704030990600586
2026-03-06/02-49-06,80,71,lstm_ctc,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.75,true,N/A,24.076074600219727,2.7879836559295654,6.159498691558838,15.128593444824219,0.7609502077102661,23.704030990600586
2026-03-08/06-23-37,80,71,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.5,N/A,N/A,24.162525177001953,3.0689432621002197,5.554354667663574,15.539226531982422,0.7669264078140259,22.906513214111328
2026-03-05/13-41-21,40,39,TDSConvCTCModule,8000,16,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,N/A,N/A,N/A,24.270586013793945,1.9234925508499146,6.267560005187988,16.079532623291016,0.7693659067153931,23.43819236755371
2026-03-07/06-35-22,100,99,crnn_ctc,4000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.25,true,N/A,24.443483352661133,1.9883294105529785,6.872703552246094,15.582450866699219,0.8160035014152527,30.084182739257812
2026-03-08/03-45-04,80,73,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,24.48670768737793,1.5776960849761963,10.806138038635254,12.102874755859375,0.759737491607666,31.39122772216797
2026-03-07/07-13-17,100,95,crnn_ctc,4000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.5,true,N/A,24.508319854736328,2.507024049758911,5.81370210647583,16.18759536743164,0.8146783709526062,29.995569229125977
2026-03-07/02-39-02,100,83,crnn_ctc,4000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,256,0.25,true,N/A,24.52993392944336,2.009941577911377,6.872703552246094,15.647287368774414,0.8174299597740173,30.615861892700195
2026-03-08/07-42-34,80,79,tcn_ctc,8000,32,to_tensor + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,0.25,N/A,N/A,24.573158264160156,2.4854116439819336,5.81370210647583,16.274044036865234,0.7773162126541138,22.84005355834961
2026-03-05/13-50-11,40,39,TDSConvCTCModule,8000,16,to_tensor + amplitude_scaling + band_rotation + temporal_jitter + logspec + specaug,N/A,N/A,N/A,N/A,N/A,24.63799476623535,2.1180031299591064,6.462070465087891,16.057920455932617,0.7765566110610962,23.969871520996094
2026-03-07/09-06-47,100,88,crnn_ctc,4000,64,to_tensor + band_rotation + temporal_jitter + logspec + specaug,1,512,0.5,true,N/A,24.65960693359375,1.6857575178146362,8.752971649169922,14.220877647399902,0.8430618643760681,29.220203399658203
